order_id,order_date,product_id,customer_segment,region,warehouse_id,quantity,unit_price,unit_cost,planned_delivery_days,actual_delivery_days,carrier,order_status
ORD00233,2026-03-13,P002,Healthcare,West,WH_LAX,96.0,39.99,24.88,3,3.0,UPS,Delivered
ORD00234,2026-01-13,P001,Government,West,WH_LAX,91.0,69.81,46.28,3,3.0,DHL,Delivered
ORD00235,2026-03-15,P006,Healthcare,South,WH_DAL,70.0,42.37,29.19,5,6.0,DHL,Delivered
ORD00236,2026-03-05,P001,Government,Midwest,WH_CHI,45.0,42.91,34.8,3,3.0,Internal Fleet,Delivered
ORD00237,2026-02-15,P001,Education,Midwest,WH_CHI,110.0,42.12,33.2,5,5.0,DHL,Delivered
ORD00238,2026-03-10,P001,Government,Midwest,WH_CHI,127.0,15.05,9.35,4,4.0,Regional Carrier,Delivered
ORD00239,2026-02-16,P001,Retail,Northeast,WH_NJ,17.0,47.77,28.78,6,6.0,DHL,Delayed
ORD00240,2026-01-10,P007,Distribution,Northeast,WH_NJ,132.0,25.98,21.23,6,6.0,FedEx,Delivered
ORD00241,2026-01-17,P002,Education,Northeast,WH_NJ,165.0,64.62,41.46,4,4.0,UPS,Delayed
ORD00242,2026-01-26,P007,Retail,Midwest,WH_CHI,84.0,7.92,5.88,5,8.0,Internal Fleet,Delivered
ORD00243,2026-02-28,P003,Education,South,WH_DAL,96.0,74.85,47.6,5,5.0,Internal Fleet,Delivered
ORD00244,2026-02-08,P006,Distribution,Northeast,WH_NJ,87.0,27.48,21.17,4,4.0,DHL,Delivered
ORD00245,2026-03-28,P002,Distribution,Northeast,WH_NJ,135.0,28.08,22.26,2,5.0,Internal Fleet,Delayed
ORD00246,2026-03-02,P005,Retail,South,WH_DAL,62.0,48.76,29.06,6,6.0,Regional Carrier,Delivered
ORD00247,2026-01-19,P004,Distribution,Midwest,WH_CHI,81.0,76.12,44.12,2,2.0,Regional Carrier,Delivered
ORD00248,2026-02-10,P007,Government,South,WH_DAL,118.0,56.79,37.53,6,6.0,Regional Carrier,Delivered
ORD00249,2026-01-08,P003,Distribution,South,WH_DAL,44.0,29.38,21.41,6,6.0,Regional Carrier,Delayed
ORD00250,2026-02-10,P003,Distribution,Northeast,WH_NJ,22.0,30.67,19.8,4,4.0,Internal Fleet,Delivered
ORD00251,2026-03-03,P004,Education,South,WH_DAL,68.0,46.86,28.62,4,4.0,DHL,Delivered
ORD00252,2026-01-27,P008,Government,West,WH_LAX,138.0,31.16,24.99,4,4.0,DHL,Delivered
ORD00253,2026-01-16,P007,Education,Northeast,WH_NJ,1.0,76.6,58.77,4,6.0,FedEx,Delivered
ORD00254,2026-02-06,P002,Government,West,WH_LAX,78.0,54.2,40.75,3,3.0,UPS,Delivered
ORD00255,2026-03-10,P005,Healthcare,West,WH_LAX,70.0,13.19,9.89,3,,UPS,Cancelled
ORD00256,2026-01-07,P004,Retail,South,WH_DAL,41.0,12.51,8.0,5,5.0,FedEx,Delivered
ORD00257,2026-03-29,P003,Distribution,Midwest,WH_CHI,80.0,78.34,46.43,5,5.0,Regional Carrier,Delayed
ORD00258,2026-03-25,P004,Education,West,WH_LAX,79.0,26.41,14.95,2,2.0,Internal Fleet,Delivered
ORD00259,2026-01-30,P001,Government,South,WH_DAL,78.0,71.17,42.52,2,2.0,Regional Carrier,Delivered
ORD00260,2026-03-05,P003,Retail,West,WH_LAX,60.0,5.7,4.01,2,3.0,DHL,Delivered
ORD00261,2026-02-06,P008,Healthcare,Northeast,WH_NJ,1.0,68.83,46.55,3,3.0,FedEx,Delivered
ORD00262,2026-02-12,P003,Education,Northeast,WH_NJ,118.0,58.89,32.61,4,4.0,DHL,Delivered
ORD00263,2026-03-14,P004,Distribution,South,WH_DAL,30.0,69.21,54.83,5,5.0,Internal Fleet,Delivered
ORD00264,2026-02-11,P002,Retail,Northeast,WH_NJ,52.0,18.86,11.09,4,4.0,UPS,Delivered
ORD00265,2026-01-01,P005,Healthcare,Northeast,WH_NJ,112.0,38.51,23.96,4,4.0,DHL,Delivered
ORD00266,2026-03-16,P001,Education,West,WH_LAX,124.0,56.96,32.28,2,2.0,Regional Carrier,Delivered
ORD00267,2026-02-09,P003,Distribution,Northeast,WH_NJ,61.0,74.23,58.62,4,4.0,FedEx,Delivered
ORD00268,2026-03-23,P005,Distribution,West,WH_LAX,97.0,21.56,17.43,5,5.0,UPS,Delivered
ORD00269,2026-02-28,P006,Distribution,Northeast,WH_NJ,104.0,73.46,55.42,3,4.0,UPS,Delivered
ORD00270,2026-03-29,P002,Distribution,Northeast,WH_NJ,95.0,57.78,33.0,6,6.0,FedEx,Delivered
ORD00271,2026-01-08,P004,Healthcare,South,WH_DAL,100.0,29.61,20.45,2,2.0,UPS,Delivered
ORD00272,2026-03-16,P008,Distribution,Midwest,WH_CHI,69.0,38.41,21.7,3,3.0,Internal Fleet,Delivered
ORD00273,2026-02-23,P008,Distribution,Midwest,WH_CHI,91.0,39.68,30.47,2,2.0,Regional Carrier,Delayed
ORD00274,2026-02-02,P001,Distribution,South,WH_DAL,36.0,10.48,6.96,2,3.0,Internal Fleet,Delivered
ORD00275,2026-01-08,P002,Retail,Northeast,WH_NJ,55.0,26.53,15.88,3,3.0,Regional Carrier,Delivered
ORD00276,2026-02-17,P007,Government,Northeast,WH_NJ,30.0,33.17,24.36,6,6.0,UPS,Delivered
ORD00277,2026-03-25,P006,Healthcare,Midwest,WH_CHI,7.0,79.46,52.14,3,3.0,UPS,Delayed
ORD00278,2026-01-01,P001,Government,West,WH_LAX,139.0,55.51,38.69,6,7.0,Regional Carrier,Delivered
ORD00279,2026-01-30,P004,Education,Northeast,WH_NJ,78.0,16.63,9.99,2,4.0,FedEx,Delivered
ORD00280,2026-03-26,P007,Healthcare,Midwest,WH_CHI,118.0,20.46,11.81,2,2.0,Regional Carrier,Delivered
ORD00281,2026-03-18,P001,Retail,South,WH_DAL,90.0,35.17,21.57,3,3.0,FedEx,Delivered
ORD00282,2026-01-18,P005,Distribution,South,WH_DAL,20.0,28.92,20.57,4,4.0,UPS,Delivered
ORD00283,2026-02-08,P003,Government,South,WH_DAL,80.0,27.54,15.6,6,6.0,UPS,Delivered
ORD00284,2026-03-22,P007,Retail,Northeast,WH_NJ,92.0,77.92,62.67,5,5.0,Internal Fleet,Delayed
ORD00285,2026-02-10,P007,Healthcare,Northeast,WH_NJ,86.0,27.49,16.48,6,6.0,Regional Carrier,Delivered
ORD00286,2026-01-31,P004,Healthcare,West,WH_LAX,45.0,65.43,52.15,6,6.0,Regional Carrier,Delivered
ORD00287,2026-02-23,P003,Healthcare,Northeast,WH_NJ,88.0,24.12,15.42,2,2.0,Regional Carrier,Delivered
ORD00288,2026-02-17,P002,Retail,South,WH_DAL,114.0,25.13,18.39,6,6.0,FedEx,Delayed
ORD00289,2026-01-10,P004,Government,South,WH_DAL,15.0,20.67,16.43,4,4.0,FedEx,Delivered
ORD00290,2026-01-28,P004,Government,Midwest,WH_CHI,35.0,73.58,54.29,3,3.0,Regional Carrier,Delivered
ORD00291,2026-01-31,P006,Government,West,WH_LAX,86.0,39.97,28.98,4,4.0,DHL,Delivered
ORD00292,2026-02-16,P008,Retail,Northeast,WH_NJ,53.0,65.21,48.58,4,4.0,UPS,Delivered
ORD00293,2026-02-17,P006,Retail,Northeast,WH_NJ,45.0,47.19,28.77,3,3.0,FedEx,Delivered
ORD00294,2026-02-03,P007,Healthcare,West,WH_LAX,116.0,19.71,12.06,6,6.0,UPS,Delayed
ORD00295,2026-03-05,P006,Government,West,WH_LAX,49.0,77.49,56.05,5,5.0,Regional Carrier,Delivered
ORD00296,2026-01-22,P006,Healthcare,South,WH_DAL,104.0,59.02,40.24,6,6.0,FedEx,Delivered
ORD00297,2026-03-09,P001,Retail,Midwest,WH_CHI,169.0,62.33,41.22,3,3.0,FedEx,Delivered
ORD00298,2026-01-20,P001,Distribution,South,WH_DAL,76.0,39.2,22.2,6,6.0,Regional Carrier,Delivered
ORD00299,2026-03-26,P008,Retail,Midwest,WH_CHI,78.0,44.92,29.69,2,2.0,Internal Fleet,Delivered
ORD00300,2026-02-05,P005,Distribution,Midwest,WH_CHI,141.0,65.99,48.3,3,3.0,FedEx,Delivered
ORD00301,2026-01-13,P003,Healthcare,South,WH_DAL,102.0,51.48,31.82,4,4.0,DHL,Delivered
ORD00302,2026-02-20,P002,Government,West,WH_LAX,114.0,39.42,24.27,3,3.0,DHL,Delivered
ORD00303,2026-03-29,P002,Retail,Midwest,WH_CHI,77.0,35.4,23.07,5,5.0,FedEx,Delivered
ORD00304,2026-03-23,P001,Retail,South,WH_DAL,101.0,42.49,28.35,4,6.0,Internal Fleet,Delivered
ORD00305,2026-01-13,P001,Healthcare,South,WH_DAL,99.0,72.6,53.5,6,6.0,Regional Carrier,Delivered
ORD00306,2026-02-04,P001,Education,Midwest,WH_CHI,117.0,72.45,50.87,2,2.0,UPS,Delivered
ORD00307,2026-02-10,P001,Distribution,South,WH_DAL,95.0,15.81,12.2,5,5.0,FedEx,Delivered
ORD00308,2026-02-08,P003,Distribution,South,WH_DAL,87.0,67.6,44.28,6,8.0,DHL,Delivered
ORD00309,2026-02-19,P003,Distribution,Midwest,WH_CHI,42.0,60.91,39.19,2,,Regional Carrier,Cancelled
ORD00310,2026-01-30,P002,Distribution,West,WH_LAX,116.0,62.68,50.63,5,8.0,DHL,Delivered
ORD00311,2026-01-04,P005,Government,Northeast,WH_NJ,80.0,22.11,15.46,5,5.0,Regional Carrier,Delivered
ORD00312,2026-01-24,P007,Distribution,Midwest,WH_CHI,81.0,27.15,16.74,2,2.0,FedEx,Delivered
ORD00313,2026-02-04,P003,Healthcare,Northeast,WH_NJ,64.0,60.47,38.43,2,2.0,FedEx,Delivered
ORD00314,2026-01-01,P005,Education,Northeast,WH_NJ,69.0,62.1,35.87,2,2.0,UPS,Delivered
ORD00315,2026-02-25,P008,Retail,Northeast,WH_NJ,73.0,6.97,4.5,2,2.0,Internal Fleet,Delivered
ORD00316,2026-03-18,P006,Retail,Northeast,WH_NJ,64.0,26.89,17.61,2,2.0,Internal Fleet,Delivered
ORD00317,2026-02-01,P003,Healthcare,Northeast,WH_NJ,89.0,15.41,9.73,5,5.0,UPS,Delivered
ORD00318,2026-01-09,P003,Education,Northeast,WH_NJ,111.0,36.58,24.9,2,4.0,DHL,Delivered
ORD00319,2026-02-02,P004,Distribution,Northeast,WH_NJ,82.0,51.25,34.52,3,6.0,DHL,Delivered
ORD00320,2026-01-01,P007,Distribution,West,WH_LAX,117.0,33.49,26.22,5,10.0,DHL,Delivered
ORD00321,2026-02-25,P003,Education,West,WH_LAX,61.0,50.24,37.06,5,5.0,DHL,Delivered
ORD00322,2026-01-23,P007,Education,West,WH_LAX,129.0,60.12,43.34,6,,UPS,Cancelled
ORD00323,2026-02-11,P007,Government,West,WH_LAX,64.0,32.38,25.96,3,3.0,Internal Fleet,Delivered
ORD00324,2026-03-11,P003,Government,Midwest,WH_CHI,130.0,75.72,45.93,4,4.0,FedEx,Delivered
ORD00325,2026-02-22,P008,Education,South,WH_DAL,32.0,23.15,16.85,5,5.0,Regional Carrier,Delivered
ORD00326,2026-01-10,P008,Distribution,Northeast,WH_NJ,47.0,35.06,24.08,5,5.0,Internal Fleet,Delivered
ORD00327,2026-01-05,P006,Retail,Midwest,WH_CHI,78.0,62.67,45.6,4,4.0,UPS,Delivered
ORD00328,2026-03-24,P001,Education,Northeast,WH_NJ,88.0,77.43,51.59,2,2.0,FedEx,Delayed
ORD00329,2026-02-03,P004,Government,South,WH_DAL,114.0,33.06,22.32,6,9.0,Internal Fleet,Delivered
ORD00330,2026-01-20,P006,Government,Midwest,WH_CHI,72.0,12.84,8.5,2,2.0,FedEx,Delivered
ORD00331,2026-01-19,P006,Education,West,WH_LAX,85.0,39.15,23.72,5,5.0,DHL,Delivered
ORD00332,2026-03-02,P002,Government,Northeast,WH_NJ,97.0,28.92,18.25,2,2.0,FedEx,Delivered
ORD00333,2026-02-13,P002,Healthcare,South,WH_DAL,58.0,43.7,30.55,4,5.0,Internal Fleet,Delivered
ORD00334,2026-02-24,P008,Government,South,WH_DAL,60.0,52.23,31.35,5,5.0,Regional Carrier,Delayed
ORD00335,2026-01-04,P004,Distribution,Northeast,WH_NJ,129.0,37.22,20.52,3,3.0,UPS,Delivered
ORD00336,2026-02-05,P002,Distribution,Midwest,WH_CHI,60.0,19.02,12.14,5,6.0,FedEx,Delivered
ORD00337,2026-02-03,P008,Distribution,West,WH_LAX,87.0,34.15,22.4,2,2.0,DHL,Delivered
ORD00338,2026-02-15,P008,Education,South,WH_DAL,26.0,73.9,52.42,3,3.0,DHL,Delayed
ORD00339,2026-01-16,P004,Retail,West,WH_LAX,58.0,18.73,13.81,6,8.0,Regional Carrier,Delayed
ORD00340,2026-02-23,P003,Government,Northeast,WH_NJ,66.0,18.93,13.66,3,5.0,Internal Fleet,Delivered
ORD00341,2026-01-22,P008,Healthcare,West,WH_LAX,103.0,19.03,14.79,6,6.0,FedEx,Delivered
ORD00342,2026-02-15,P001,Healthcare,Northeast,WH_NJ,150.0,19.63,12.83,6,6.0,Internal Fleet,Delivered
ORD00343,2026-03-25,P008,Government,Northeast,WH_NJ,78.0,36.17,28.1,5,5.0,UPS,Delivered
ORD00344,2026-01-11,P001,Education,South,WH_DAL,142.0,7.45,4.55,4,4.0,UPS,Delivered
ORD00345,2026-02-28,P008,Distribution,Midwest,WH_CHI,79.0,13.57,10.3,4,4.0,Internal Fleet,Delivered
ORD00346,2026-01-06,P008,Government,South,WH_DAL,121.0,12.68,9.82,3,4.0,DHL,Delivered
ORD00347,2026-01-05,P008,Education,West,WH_LAX,103.0,69.66,39.95,2,2.0,UPS,Delayed
ORD00348,2026-01-27,P006,Healthcare,Northeast,WH_NJ,144.0,51.21,39.02,3,4.0,FedEx,Delivered
ORD00349,2026-03-14,P006,Distribution,West,WH_LAX,108.0,45.41,28.94,4,4.0,DHL,Delivered
ORD00350,2026-03-15,P005,Healthcare,Midwest,WH_CHI,97.0,77.21,58.84,2,2.0,DHL,Delivered
ORD00351,2026-03-25,P003,Healthcare,South,WH_DAL,74.0,15.97,10.17,3,3.0,Regional Carrier,Delivered
ORD00352,2026-03-04,P003,Government,West,WH_LAX,85.0,33.14,18.9,2,2.0,Regional Carrier,Delivered
ORD00353,2026-03-07,P005,Government,West,WH_LAX,81.0,76.27,48.69,2,2.0,FedEx,Delivered
ORD00354,2026-02-28,P006,Distribution,Midwest,WH_CHI,124.0,34.83,28.26,3,,Regional Carrier,Cancelled
ORD00355,2026-02-04,P006,Education,West,WH_LAX,32.0,46.05,26.95,5,5.0,DHL,Delivered
ORD00356,2026-03-29,P001,Retail,Midwest,WH_CHI,106.0,51.96,40.32,2,3.0,FedEx,Delivered
ORD00357,2026-01-21,P008,Retail,Northeast,WH_NJ,88.0,79.39,52.83,3,6.0,DHL,Delivered
ORD00358,2026-01-21,P005,Education,Midwest,WH_CHI,135.0,23.78,15.47,3,3.0,FedEx,Delayed
ORD00359,2026-02-20,P005,Government,South,WH_DAL,64.0,54.16,40.08,2,2.0,UPS,Delivered
ORD00360,2026-03-03,P002,Distribution,South,WH_DAL,86.0,21.96,16.11,2,2.0,FedEx,Delivered
ORD00361,2026-03-31,P006,Government,Midwest,WH_CHI,121.0,57.05,38.74,3,3.0,Regional Carrier,Delayed
ORD00362,2026-01-12,P002,Education,Midwest,WH_CHI,26.0,32.57,20.55,5,10.0,UPS,Delayed
ORD00363,2026-03-24,P003,Distribution,Midwest,WH_CHI,60.0,47.25,33.77,3,4.0,Regional Carrier,Delivered
ORD00364,2026-02-14,P004,Government,South,WH_DAL,93.0,51.21,34.28,3,3.0,FedEx,Delivered
ORD00365,2026-01-13,P003,Distribution,Midwest,WH_CHI,134.0,59.75,38.53,5,5.0,DHL,Delivered
ORD00366,2026-01-18,P004,Retail,West,WH_LAX,77.0,23.61,16.82,6,,DHL,Cancelled
ORD00367,2026-03-30,P001,Healthcare,West,WH_LAX,29.0,43.83,30.14,5,5.0,DHL,Delivered
ORD00368,2026-03-24,P001,Government,South,WH_DAL,3.0,33.94,20.88,6,6.0,FedEx,Delivered
ORD00369,2026-03-09,P001,Education,West,WH_LAX,88.0,14.9,11.66,6,6.0,Regional Carrier,Delivered
ORD00370,2026-02-16,P003,Retail,Northeast,WH_NJ,60.0,6.25,3.55,4,7.0,UPS,Delivered
ORD00371,2026-01-06,P001,Distribution,Northeast,WH_NJ,102.0,26.49,19.67,5,5.0,Regional Carrier,Delivered
ORD00372,2026-03-31,P007,Distribution,Midwest,WH_CHI,76.0,45.32,26.79,2,2.0,DHL,Delivered
ORD00373,2026-01-11,P004,Distribution,South,WH_DAL,78.0,29.51,20.9,2,4.0,DHL,Delivered
ORD00374,2026-03-31,P007,Retail,South,WH_DAL,88.0,23.34,18.66,2,2.0,Regional Carrier,Delivered
ORD00375,2026-03-20,P001,Healthcare,West,WH_LAX,36.0,13.96,10.35,2,4.0,UPS,Delivered
ORD00376,2026-03-05,P006,Healthcare,West,WH_LAX,130.0,32.89,24.75,4,7.0,FedEx,Delivered
ORD00377,2026-01-04,P006,Education,Northeast,WH_NJ,91.0,44.29,27.5,6,7.0,FedEx,Delivered
ORD00378,2026-03-05,P008,Retail,West,WH_LAX,95.0,42.47,29.86,4,5.0,UPS,Delivered
ORD00379,2026-02-02,P002,Healthcare,Midwest,WH_CHI,86.0,60.56,33.35,2,3.0,UPS,Delivered
ORD00380,2026-01-06,P008,Government,West,WH_LAX,104.0,74.02,44.29,2,2.0,Internal Fleet,Delivered
ORD00381,2026-03-25,P007,Education,South,WH_DAL,56.0,23.62,18.83,4,4.0,DHL,Delivered
ORD00382,2026-01-10,P006,Distribution,Midwest,WH_CHI,143.0,55.5,31.31,3,3.0,Internal Fleet,Delivered
ORD00383,2026-01-06,P007,Government,Midwest,WH_CHI,109.0,69.95,53.08,4,4.0,DHL,Delivered
ORD00384,2026-01-12,P008,Education,Midwest,WH_CHI,57.0,20.05,14.08,4,4.0,Internal Fleet,Delivered
ORD00385,2026-02-01,P008,Distribution,West,WH_LAX,64.0,77.89,63.82,3,3.0,Internal Fleet,Delivered
ORD00386,2026-02-01,P003,Government,Midwest,WH_CHI,1.0,6.79,4.73,2,2.0,DHL,Delivered
ORD00387,2026-01-01,P007,Retail,West,WH_LAX,46.0,20.39,16.63,5,,Regional Carrier,Cancelled
ORD00388,2026-01-08,P003,Retail,West,WH_LAX,78.0,8.29,5.08,6,6.0,Regional Carrier,Delivered
ORD00389,2026-03-31,P006,Retail,Northeast,WH_NJ,132.0,48.56,33.33,5,5.0,FedEx,Delivered
ORD00390,2026-03-17,P001,Healthcare,Northeast,WH_NJ,110.0,22.76,14.12,4,4.0,Regional Carrier,Delivered
ORD00391,2026-03-31,P006,Government,West,WH_LAX,71.0,25.4,14.48,3,3.0,UPS,Delivered
ORD00392,2026-03-16,P002,Retail,South,WH_DAL,56.0,17.33,11.71,5,5.0,FedEx,Delivered
ORD00393,2026-03-10,P006,Government,South,WH_DAL,142.0,28.12,17.48,2,3.0,FedEx,Delivered
ORD00394,2026-01-21,P005,Healthcare,Midwest,WH_CHI,102.0,67.69,43.22,2,2.0,UPS,Delivered
ORD00395,2026-02-15,P007,Education,Midwest,WH_CHI,128.0,24.51,20.04,2,2.0,Regional Carrier,Delayed
ORD00396,2026-02-27,P004,Government,Midwest,WH_CHI,112.0,12.64,9.66,2,2.0,FedEx,Delivered
ORD00397,2026-01-08,P004,Healthcare,South,WH_DAL,104.0,66.78,43.44,2,2.0,Internal Fleet,Delivered
ORD00398,2026-03-17,P005,Retail,Midwest,WH_CHI,93.0,79.79,48.14,5,5.0,UPS,Delivered
ORD00399,2026-01-12,P006,Retail,Midwest,WH_CHI,126.0,75.67,42.65,6,6.0,Regional Carrier,Delivered
ORD00400,2026-02-20,P008,Government,Midwest,WH_CHI,86.0,56.24,33.56,3,3.0,UPS,Delivered
ORD00401,2026-02-05,P005,Healthcare,Northeast,WH_NJ,57.0,7.6,5.45,3,5.0,DHL,Delivered
ORD00402,2026-03-05,P007,Retail,Northeast,WH_NJ,63.0,11.58,7.57,5,10.0,UPS,Delivered
ORD00403,2026-03-24,P004,Government,Midwest,WH_CHI,98.0,63.64,41.17,6,6.0,Regional Carrier,Delivered
ORD00404,2026-02-14,P006,Education,Northeast,WH_NJ,59.0,18.49,11.76,3,3.0,FedEx,Delivered
ORD00405,2026-02-05,P001,Distribution,Northeast,WH_NJ,81.0,31.81,22.51,3,3.0,UPS,Delivered
ORD00406,2026-01-13,P004,Education,South,WH_DAL,84.0,45.03,34.39,2,2.0,UPS,Delivered
ORD00407,2026-03-15,P007,Healthcare,West,WH_LAX,70.0,18.21,12.93,4,6.0,Internal Fleet,Delivered
ORD00408,2026-01-04,P006,Distribution,South,WH_DAL,21.0,76.13,59.07,5,6.0,Internal Fleet,Delivered
ORD00409,2026-02-09,P003,Retail,Northeast,WH_NJ,37.0,11.77,7.21,3,8.0,FedEx,Delivered
ORD00410,2026-03-09,P008,Education,Midwest,WH_CHI,28.0,73.84,44.63,3,5.0,DHL,Delivered
ORD00411,2026-01-23,P006,Retail,Midwest,WH_CHI,138.0,16.08,11.9,3,3.0,FedEx,Delayed
ORD00412,2026-03-09,P006,Education,Midwest,WH_CHI,63.0,57.84,42.15,6,8.0,FedEx,Delivered
ORD00413,2026-02-13,P005,Healthcare,West,WH_LAX,102.0,78.19,58.47,5,7.0,Regional Carrier,Delivered
ORD00414,2026-03-25,P006,Distribution,South,WH_DAL,24.0,57.02,45.66,4,4.0,UPS,Delivered
ORD00415,2026-03-27,P003,Education,Northeast,WH_NJ,58.0,60.05,37.8,3,3.0,FedEx,Delayed
ORD00416,2026-03-31,P007,Healthcare,Midwest,WH_CHI,93.0,50.18,40.08,6,6.0,UPS,Delivered
ORD00417,2026-03-23,P002,Healthcare,Northeast,WH_NJ,79.0,29.84,17.04,4,4.0,DHL,Delayed
ORD00418,2026-01-22,P002,Government,West,WH_LAX,121.0,5.85,3.55,2,2.0,DHL,Delivered
ORD00419,2026-02-02,P002,Retail,Midwest,WH_CHI,120.0,33.95,25.39,3,3.0,Regional Carrier,Delivered
ORD00420,2026-03-05,P007,Distribution,West,WH_LAX,19.0,33.15,25.65,6,9.0,UPS,Delivered
ORD00421,2026-01-21,P008,Retail,Midwest,WH_CHI,34.0,27.12,17.25,2,3.0,FedEx,Delivered
ORD00422,2026-02-13,P003,Healthcare,Northeast,WH_NJ,120.0,59.9,41.79,2,5.0,DHL,Delivered
ORD00423,2026-03-18,P008,Government,Midwest,WH_CHI,82.0,75.68,45.0,5,5.0,UPS,Delivered
ORD00424,2026-01-07,P002,Healthcare,West,WH_LAX,35.0,78.08,51.57,6,6.0,Internal Fleet,Delivered
ORD00425,2026-02-03,P005,Healthcare,West,WH_LAX,132.0,12.19,8.0,6,6.0,Regional Carrier,Delivered
ORD00426,2026-01-20,P001,Retail,West,WH_LAX,109.0,37.07,23.34,6,6.0,Regional Carrier,Delivered
ORD00427,2026-01-26,P002,Healthcare,Midwest,WH_CHI,68.0,17.81,11.2,2,4.0,Regional Carrier,Delivered
ORD00428,2026-01-15,P005,Government,Northeast,WH_NJ,152.0,41.68,30.36,2,2.0,Internal Fleet,Delivered
ORD00429,2026-02-19,P003,Government,West,WH_LAX,70.0,32.71,21.93,4,4.0,Regional Carrier,Delivered
ORD00430,2026-03-01,P005,Education,South,WH_DAL,73.0,47.32,27.96,2,2.0,FedEx,Delayed
ORD00431,2026-03-27,P006,Distribution,Northeast,WH_NJ,105.0,22.06,12.5,5,5.0,Internal Fleet,Delivered
ORD00432,2026-02-23,P008,Government,South,WH_DAL,77.0,27.41,18.0,2,2.0,Internal Fleet,Delivered
ORD00433,2026-03-15,P003,Government,Midwest,WH_CHI,112.0,17.97,14.66,3,3.0,UPS,Delivered
ORD00434,2026-01-17,P001,Retail,Northeast,WH_NJ,92.0,79.12,52.82,3,3.0,Internal Fleet,Delivered
ORD00435,2026-02-03,P006,Retail,Midwest,WH_CHI,118.0,34.11,22.42,4,4.0,DHL,Delivered
ORD00436,2026-03-08,P008,Distribution,Midwest,WH_CHI,43.0,49.07,37.34,2,5.0,Regional Carrier,Delivered
ORD00437,2026-01-20,P003,Retail,Midwest,WH_CHI,58.0,47.2,27.25,4,6.0,Internal Fleet,Delivered
ORD00438,2026-02-14,P007,Government,West,WH_LAX,146.0,54.11,38.12,5,5.0,FedEx,Delivered
ORD00439,2026-01-23,P005,Healthcare,Northeast,WH_NJ,85.0,51.37,37.7,5,5.0,FedEx,Delivered
ORD00440,2026-02-20,P006,Retail,South,WH_DAL,92.0,60.93,48.66,4,6.0,FedEx,Delivered
ORD00441,2026-02-13,P005,Education,West,WH_LAX,118.0,68.21,53.32,2,2.0,UPS,Delivered
ORD00442,2026-01-18,P005,Education,Northeast,WH_NJ,121.0,25.21,16.7,2,2.0,UPS,Delivered
ORD00443,2026-02-26,P004,Government,Northeast,WH_NJ,90.0,61.96,48.59,2,7.0,Internal Fleet,Delivered
ORD00444,2026-01-21,P002,Distribution,West,WH_LAX,53.0,35.25,26.82,6,11.0,Internal Fleet,Delivered
ORD00445,2026-01-04,P003,Healthcare,South,WH_DAL,91.0,67.77,41.84,5,5.0,FedEx,Delivered
ORD00446,2026-02-16,P004,Education,West,WH_LAX,94.0,66.76,45.82,2,4.0,FedEx,Delivered
ORD00447,2026-01-31,P006,Distribution,Northeast,WH_NJ,121.0,38.46,31.13,5,6.0,Internal Fleet,Delivered
ORD00448,2026-03-12,P006,Healthcare,West,WH_LAX,37.0,67.82,42.04,2,3.0,DHL,Delivered
ORD00449,2026-01-04,P007,Healthcare,Midwest,WH_CHI,74.0,69.04,52.51,3,3.0,UPS,Delivered
ORD00450,2026-03-24,P004,Education,South,WH_DAL,84.0,53.87,37.09,2,2.0,Regional Carrier,Delivered
ORD00451,2026-01-17,P003,Healthcare,Midwest,WH_CHI,135.0,23.93,18.36,4,4.0,DHL,Delivered
ORD00452,2026-02-24,P007,Government,West,WH_LAX,50.0,23.9,16.16,6,6.0,Internal Fleet,Delivered
ORD00453,2026-02-20,P002,Distribution,Midwest,WH_CHI,137.0,79.96,64.84,4,4.0,Internal Fleet,Delivered
ORD00454,2026-03-24,P005,Retail,West,WH_LAX,115.0,41.13,26.36,4,4.0,DHL,Delivered
ORD00455,2026-02-05,P005,Healthcare,West,WH_LAX,1.0,16.24,12.29,2,2.0,Internal Fleet,Delivered
ORD00456,2026-02-21,P006,Retail,South,WH_DAL,160.0,54.16,44.37,4,4.0,Regional Carrier,Delivered
ORD00457,2026-02-21,P007,Distribution,Midwest,WH_CHI,115.0,58.11,40.94,3,3.0,DHL,Delivered
ORD00458,2026-01-29,P008,Distribution,West,WH_LAX,165.0,27.51,16.39,6,7.0,UPS,Delivered
ORD00459,2026-02-07,P002,Healthcare,Northeast,WH_NJ,106.0,60.57,45.17,6,6.0,UPS,Delayed
ORD00460,2026-03-29,P006,Healthcare,Midwest,WH_CHI,89.0,31.65,23.77,4,4.0,Regional Carrier,Delayed
ORD00461,2026-02-12,P006,Distribution,West,WH_LAX,53.0,27.05,21.09,5,5.0,FedEx,Delivered
ORD00462,2026-03-23,P002,Healthcare,Northeast,WH_NJ,70.0,42.54,33.36,5,5.0,Internal Fleet,Delivered
ORD00463,2026-02-08,P007,Healthcare,Midwest,WH_CHI,86.0,15.3,9.24,5,5.0,Internal Fleet,Delivered
ORD00464,2026-02-28,P003,Healthcare,West,WH_LAX,128.0,63.42,43.23,3,3.0,DHL,Delivered
ORD00465,2026-03-23,P001,Government,Midwest,WH_CHI,45.0,25.51,19.27,3,3.0,Internal Fleet,Delivered
