order_id,order_date,product_id,customer_segment,region,warehouse_id,quantity,unit_price,unit_cost,planned_delivery_days,actual_delivery_days,carrier,order_status,product_name,category,supplier,risk_tier,active_contract,contract_terms_target_on_time_rate,contract_terms_max_defect_rate,contract_terms_payment_terms,revenue,cost,profit,profit_margin,delivery_variance_days,delivery_status,contract_validation_flag
ORD00103,2026-02-02,P001,Healthcare,Midwest,WH_CHI,71,77.14,59.84,6,6,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,5476.94,4248.64,1228.2999999999993,0.22426756546538748,0,On Time,Pass
ORD00104,2026-01-03,P005,Healthcare,Midwest,WH_CHI,36,40.29,29.25,4,4,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,1450.44,1053.0,397.44000000000005,0.2740134028294863,0,On Time,Pass
ORD00105,2026-03-16,P007,Retail,Northeast,WH_NJ,130,40.25,26.58,4,4,FedEx,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,5232.5,3455.3999999999996,1777.1000000000004,0.3396273291925467,0,On Time,Pass
ORD00106,2026-01-21,P006,Government,Northeast,WH_NJ,29,26.62,21.43,6,6,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,771.98,621.47,150.51,0.1949661908339594,0,On Time,Pass
ORD00107,2026-02-28,P002,Education,West,WH_LAX,86,29.25,23.75,5,5,Internal Fleet,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2515.5,2042.5,473.0,0.18803418803418803,0,On Time,Pass
ORD00108,2026-01-01,P008,Retail,Northeast,WH_NJ,58,19.07,12.35,5,8,Regional Carrier,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1106.06,716.3,389.76,0.35238594651284744,3,Delayed,Pass
ORD00109,2026-01-07,P004,Distribution,West,WH_LAX,135,14.83,9.31,5,5,FedEx,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,2002.05,1256.8500000000001,745.1999999999998,0.37221847606203634,0,On Time,Pass
ORD00110,2026-01-04,P004,Education,South,WH_DAL,36,46.31,32.38,2,5,UPS,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,1667.16,1165.68,501.48,0.30079896350680196,3,Delayed,Review Needed
ORD00111,2026-01-15,P008,Healthcare,Midwest,WH_CHI,89,42.38,31.51,6,6,DHL,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3771.82,2804.3900000000003,967.4299999999998,0.25648890986314293,0,On Time,Pass
ORD00112,2026-02-23,P008,Healthcare,Northeast,WH_NJ,58,39.26,23.13,3,5,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2277.08,1341.54,935.54,0.4108507386653082,2,Delayed,Pass
ORD00113,2026-03-07,P003,Education,Midwest,WH_CHI,59,62.95,49.14,4,4,Internal Fleet,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3714.05,2899.26,814.79,0.21938046068308178,0,On Time,Pass
ORD00114,2026-02-04,P001,Education,West,WH_LAX,109,67.81,47.91,5,5,UPS,Delayed,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,7391.29,5222.19,2169.1000000000004,0.2934670402595488,0,On Time,Pass
ORD00115,2026-02-27,P008,Education,West,WH_LAX,108,46.39,32.32,5,5,DHL,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,5010.12,3490.56,1519.56,0.30329812459581806,0,On Time,Pass
ORD00116,2026-01-25,P004,Healthcare,Northeast,WH_NJ,102,69.2,45.73,4,5,Regional Carrier,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,7058.400000000001,4664.46,2393.9400000000005,0.33916184971098273,1,Delayed,Review Needed
ORD00117,2026-02-18,P007,Government,South,WH_DAL,79,77.36,45.18,6,6,DHL,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,6111.44,3569.22,2542.22,0.4159772492244054,0,On Time,Pass
ORD00118,2026-01-13,P008,Distribution,Midwest,WH_CHI,84,73.28,40.61,3,3,Regional Carrier,Delayed,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,6155.52,3411.24,2744.2800000000007,0.44582423580786035,0,On Time,Pass
ORD00119,2026-03-25,P003,Government,Midwest,WH_CHI,72,63.61,39.54,6,7,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,4579.92,2846.88,1733.04,0.3783996227008332,1,Delayed,Pass
ORD00120,2026-03-25,P002,Distribution,West,WH_LAX,118,33.5,21.29,5,5,Internal Fleet,Delayed,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3953.0,2512.22,1440.7800000000002,0.36447761194029854,0,On Time,Pass
ORD00121,2026-01-05,P002,Education,South,WH_DAL,125,79.81,59.99,5,5,FedEx,Delayed,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,9976.25,7498.75,2477.5,0.2483398070417241,0,On Time,Pass
ORD00122,2026-03-23,P002,Healthcare,Northeast,WH_NJ,80,57.05,45.29,2,2,DHL,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4564.0,3623.2,940.8000000000002,0.2061349693251534,0,On Time,Pass
ORD00123,2026-01-08,P005,Education,West,WH_LAX,91,37.3,22.97,5,8,Internal Fleet,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,3394.2999999999997,2090.27,1304.0299999999997,0.38418230563002675,3,Delayed,Pass
ORD00124,2026-03-29,P003,Healthcare,South,WH_DAL,75,10.92,8.57,6,6,UPS,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,819.0,642.75,176.25,0.21520146520146521,0,On Time,Pass
ORD00125,2026-03-05,P003,Government,South,WH_DAL,44,52.84,35.62,2,2,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2324.96,1567.28,757.6800000000001,0.325889477668433,0,On Time,Pass
ORD00126,2026-02-06,P003,Government,Midwest,WH_CHI,37,75.89,61.98,4,5,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2807.93,2293.2599999999998,514.6700000000001,0.18329160627223617,1,Delayed,Pass
ORD00127,2026-03-30,P005,Education,Northeast,WH_NJ,79,19.94,13.04,5,5,FedEx,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,1575.26,1030.1599999999999,545.1000000000001,0.34603811434302917,0,On Time,Pass
ORD00128,2026-01-31,P007,Distribution,West,WH_LAX,48,27.19,20.09,2,2,Regional Carrier,Delayed,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1305.1200000000001,964.3199999999999,340.8000000000002,0.2611254137550571,0,On Time,Pass
ORD00129,2026-02-05,P001,Distribution,Midwest,WH_CHI,51,60.89,47.18,4,4,UPS,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,3105.39,2406.18,699.21,0.22516012481524061,0,On Time,Pass
ORD00130,2026-03-19,P006,Healthcare,South,WH_DAL,68,51.57,37.8,3,3,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3506.76,2570.3999999999996,936.3600000000006,0.2670157068062829,0,On Time,Pass
ORD00131,2026-03-22,P001,Government,West,WH_LAX,88,7.5,4.86,3,3,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,660.0,427.68,232.32,0.352,0,On Time,Pass
ORD00132,2026-02-07,P006,Healthcare,Northeast,WH_NJ,62,20.06,15.29,4,4,Internal Fleet,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1243.72,947.9799999999999,295.7400000000001,0.2377866400797608,0,On Time,Pass
ORD00133,2026-03-06,P005,Education,South,WH_DAL,29,73.55,59.2,4,5,DHL,Delayed,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,2132.95,1716.8000000000002,416.14999999999964,0.1951053704962609,1,Delayed,Pass
ORD00134,2026-01-15,P008,Healthcare,Midwest,WH_CHI,30,61.56,37.61,5,10,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1846.8000000000002,1128.3,718.5000000000002,0.3890513320337883,5,Delayed,Pass
ORD00135,2026-02-16,P002,Retail,Northeast,WH_NJ,54,24.83,14.49,4,5,DHL,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1340.82,782.46,558.3599999999999,0.4164317358034635,1,Delayed,Pass
ORD00136,2026-03-16,P007,Retail,West,WH_LAX,72,55.61,37.66,6,6,Internal Fleet,Delayed,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,4003.92,2711.5199999999995,1292.4000000000005,0.3227836720014387,0,On Time,Pass
ORD00137,2026-02-11,P004,Government,Midwest,WH_CHI,79,73.2,46.23,5,5,FedEx,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,5782.8,3652.1699999999996,2130.6300000000006,0.36844262295081975,0,On Time,Pass
ORD00138,2026-01-18,P001,Education,Midwest,WH_CHI,44,79.69,46.33,3,3,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,3506.3599999999997,2038.52,1467.8399999999997,0.41862216087338433,0,On Time,Pass
ORD00139,2026-01-18,P007,Education,Northeast,WH_NJ,91,55.29,41.5,6,7,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,5031.39,3776.5,1254.8900000000003,0.24941219026948822,1,Delayed,Pass
ORD00140,2026-03-17,P003,Retail,Northeast,WH_NJ,51,67.53,48.37,4,7,FedEx,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3444.03,2466.87,977.1600000000003,0.283725751517844,3,Delayed,Pass
ORD00141,2026-03-30,P006,Government,South,WH_DAL,104,38.35,23.54,4,4,FedEx,Delayed,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3988.4,2448.16,1540.2400000000002,0.38617992177314214,0,On Time,Pass
ORD00142,2026-03-29,P006,Retail,West,WH_LAX,65,34.86,20.96,2,2,Regional Carrier,Delayed,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,2265.9,1362.4,903.5,0.3987378083763626,0,On Time,Pass
ORD00143,2026-01-12,P004,Retail,Midwest,WH_CHI,87,64.01,39.42,3,3,Internal Fleet,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,5568.870000000001,3429.54,2139.330000000001,0.3841587251991877,0,On Time,Pass
ORD00144,2026-01-27,P002,Distribution,South,WH_DAL,80,21.2,16.64,4,7,UPS,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1696.0,1331.2,364.79999999999995,0.2150943396226415,3,Delayed,Pass
ORD00145,2026-03-18,P001,Healthcare,West,WH_LAX,130,79.06,55.01,3,3,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,10277.800000000001,7151.3,3126.500000000001,0.30419934227169243,0,On Time,Pass
ORD00146,2026-03-26,P001,Retail,South,WH_DAL,113,31.87,24.31,6,6,DHL,Delayed,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,3601.31,2747.0299999999997,854.2800000000002,0.23721368057734551,0,On Time,Pass
ORD00147,2026-01-03,P003,Retail,West,WH_LAX,156,14.51,9.63,2,2,FedEx,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2263.56,1502.2800000000002,761.2799999999997,0.33631977946243957,0,On Time,Pass
ORD00148,2026-03-02,P008,Distribution,West,WH_LAX,51,49.52,33.28,3,3,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2525.52,1697.28,828.24,0.32794830371567046,0,On Time,Pass
ORD00149,2026-01-06,P005,Retail,Northeast,WH_NJ,53,9.56,6.49,5,5,Regional Carrier,Cancelled,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,506.68,343.97,162.70999999999998,0.3211297071129707,0,On Time,Pass
ORD00150,2026-03-29,P002,Government,Northeast,WH_NJ,85,10.51,6.01,6,6,UPS,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,893.35,510.84999999999997,382.50000000000006,0.428163653663178,0,On Time,Pass
ORD00151,2026-01-09,P003,Distribution,West,WH_LAX,113,52.48,36.63,4,4,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,5930.24,4139.1900000000005,1791.0499999999993,0.3020198170731706,0,On Time,Pass
ORD00152,2026-03-18,P005,Distribution,Northeast,WH_NJ,59,50.41,29.08,2,4,Internal Fleet,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,2974.1899999999996,1715.7199999999998,1258.4699999999998,0.4231303312834755,2,Delayed,Pass
ORD00153,2026-01-28,P007,Healthcare,Northeast,WH_NJ,33,36.04,27.87,5,8,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1189.32,919.71,269.6099999999999,0.22669256381797995,3,Delayed,Pass
ORD00154,2026-01-13,P006,Education,Northeast,WH_NJ,144,54.88,35.73,3,3,Regional Carrier,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,7902.72,5145.12,2757.6000000000004,0.34894314868804666,0,On Time,Pass
ORD00155,2026-01-09,P002,Retail,Midwest,WH_CHI,121,37.39,28.08,4,9,UPS,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4524.1900000000005,3397.68,1126.5100000000007,0.2489970580369084,5,Delayed,Pass
ORD00156,2026-03-13,P001,Retail,West,WH_LAX,63,35.81,28.14,5,5,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2256.03,1772.82,483.21000000000026,0.2141859815693941,0,On Time,Pass
ORD00157,2026-02-06,P005,Retail,West,WH_LAX,75,48.34,29.36,5,5,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,3625.5000000000005,2202.0,1423.5000000000005,0.3926354985519239,0,On Time,Pass
ORD00158,2026-01-14,P006,Retail,West,WH_LAX,123,62.2,43.85,5,5,Internal Fleet,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,7650.6,5393.55,2257.05,0.295016077170418,0,On Time,Pass
ORD00159,2026-03-21,P001,Retail,West,WH_LAX,80,18.53,13.71,4,5,DHL,Delayed,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1482.4,1096.8000000000002,385.5999999999999,0.26011872638963834,1,Delayed,Review Needed
ORD00160,2026-02-14,P001,Healthcare,South,WH_DAL,81,47.47,31.25,3,5,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,3845.0699999999997,2531.25,1313.8199999999997,0.3416894880977459,2,Delayed,Review Needed
ORD00161,2026-01-12,P004,Government,Northeast,WH_NJ,42,39.02,23.12,4,7,DHL,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,1638.8400000000001,971.0400000000001,667.8000000000001,0.407483341875961,3,Delayed,Review Needed
ORD00162,2026-03-14,P002,Healthcare,Midwest,WH_CHI,75,16.81,12.05,2,2,DHL,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1260.75,903.75,357.0,0.28316478286734087,0,On Time,Pass
ORD00163,2026-02-26,P007,Distribution,Northeast,WH_NJ,26,38.15,23.8,6,6,FedEx,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,991.9,618.8000000000001,373.0999999999999,0.3761467889908256,0,On Time,Pass
ORD00164,2026-02-14,P007,Education,Midwest,WH_CHI,124,55.87,39.68,6,6,DHL,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,6927.88,4920.32,2007.5600000000004,0.28977984607123686,0,On Time,Pass
ORD00165,2026-01-06,P004,Distribution,Northeast,WH_NJ,121,9.11,5.51,3,3,UPS,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,1102.31,666.7099999999999,435.6,0.39517014270032935,0,On Time,Pass
ORD00166,2026-02-02,P005,Retail,West,WH_LAX,82,5.58,4.19,3,5,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,457.56,343.58000000000004,113.97999999999996,0.24910394265232966,2,Delayed,Pass
ORD00167,2026-02-18,P004,Retail,West,WH_LAX,102,34.78,26.1,5,5,FedEx,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,3547.56,2662.2000000000003,885.3599999999997,0.24956871765382393,0,On Time,Pass
ORD00168,2026-02-28,P002,Distribution,West,WH_LAX,127,37.2,24.52,5,5,DHL,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4724.400000000001,3114.04,1610.3600000000006,0.3408602150537635,0,On Time,Pass
ORD00169,2026-01-15,P007,Education,Midwest,WH_CHI,117,17.89,14.42,5,5,DHL,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2093.13,1687.14,405.99,0.19396310788149804,0,On Time,Pass
ORD00170,2026-01-12,P007,Healthcare,Midwest,WH_CHI,18,37.68,24.8,2,4,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,678.24,446.40000000000003,231.83999999999997,0.34182590233545646,2,Delayed,Pass
ORD00171,2026-02-09,P006,Education,South,WH_DAL,132,63.43,36.19,2,2,Internal Fleet,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,8372.76,4777.08,3595.6800000000003,0.4294497871669557,0,On Time,Pass
ORD00172,2026-03-07,P004,Education,West,WH_LAX,82,59.55,45.92,3,5,UPS,Delayed,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,4883.099999999999,3765.44,1117.6599999999994,0.2288832913518051,2,Delayed,Review Needed
ORD00173,2026-01-14,P003,Healthcare,West,WH_LAX,20,18.01,10.65,2,2,UPS,Cancelled,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,360.20000000000005,213.0,147.20000000000005,0.4086618545252638,0,On Time,Pass
ORD00174,2026-03-22,P008,Distribution,Northeast,WH_NJ,78,61.99,41.61,6,6,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4835.22,3245.58,1589.6400000000003,0.328762703661881,0,On Time,Pass
ORD00175,2026-02-11,P006,Government,South,WH_DAL,34,10.12,6.77,4,4,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,344.08,230.17999999999998,113.9,0.33102766798418976,0,On Time,Pass
ORD00176,2026-03-17,P001,Distribution,West,WH_LAX,103,10.56,7.12,2,2,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1087.68,733.36,354.32000000000005,0.3257575757575758,0,On Time,Pass
ORD00177,2026-02-17,P005,Retail,Midwest,WH_CHI,92,51.13,35.12,5,5,Internal Fleet,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,4703.96,3231.04,1472.92,0.3131234109133581,0,On Time,Pass
ORD00178,2026-03-12,P001,Distribution,Northeast,WH_NJ,47,53.89,34.32,5,7,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2532.83,1613.04,919.79,0.36314715160512157,2,Delayed,Review Needed
ORD00179,2026-01-20,P001,Retail,Northeast,WH_NJ,45,65.82,51.08,2,2,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2961.8999999999996,2298.6,663.2999999999997,0.22394408994226672,0,On Time,Pass
ORD00180,2026-03-24,P003,Healthcare,Midwest,WH_CHI,97,58.07,47.48,6,6,Internal Fleet,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,5632.79,4605.5599999999995,1027.2300000000005,0.1823661098674015,0,On Time,Pass
ORD00181,2026-03-20,P003,Education,West,WH_LAX,76,73.85,48.34,4,4,Internal Fleet,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,5612.599999999999,3673.84,1938.7599999999993,0.3454299255247122,0,On Time,Pass
ORD00182,2026-01-07,P006,Education,Midwest,WH_CHI,43,12.09,8.86,4,4,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,519.87,380.97999999999996,138.89000000000004,0.2671629445822995,0,On Time,Pass
ORD00183,2026-03-26,P003,Retail,West,WH_LAX,55,48.71,28.65,4,6,DHL,Delayed,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2679.05,1575.75,1103.3000000000002,0.41182508725107786,2,Delayed,Pass
ORD00184,2026-03-25,P007,Distribution,South,WH_DAL,87,58.16,33.32,6,6,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,5059.92,2898.84,2161.08,0.42709766162310864,0,On Time,Pass
ORD00185,2026-03-24,P006,Distribution,South,WH_DAL,101,12.01,8.78,6,6,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1213.01,886.78,326.23,0.26894254787676936,0,On Time,Pass
ORD00186,2026-01-03,P006,Healthcare,West,WH_LAX,106,76.34,49.03,5,5,UPS,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,8092.04,5197.18,2894.8599999999997,0.3577416819491747,0,On Time,Pass
ORD00187,2026-01-29,P003,Retail,South,WH_DAL,26,27.18,20.73,6,6,Internal Fleet,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,706.68,538.98,167.69999999999993,0.23730684326710808,0,On Time,Pass
ORD00188,2026-03-09,P001,Distribution,West,WH_LAX,127,14.83,9.66,3,3,UPS,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1883.41,1226.82,656.5900000000001,0.34861766689143636,0,On Time,Pass
ORD00189,2026-03-30,P003,Retail,Northeast,WH_NJ,100,35.81,26.24,3,3,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3581.0,2624.0,957.0,0.26724378665177323,0,On Time,Pass
ORD00190,2026-03-20,P005,Healthcare,Northeast,WH_NJ,90,45.05,28.54,5,5,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,4054.4999999999995,2568.6,1485.8999999999996,0.36648168701442835,0,On Time,Pass
ORD00191,2026-02-17,P008,Education,Northeast,WH_NJ,23,63.36,43.45,5,5,UPS,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1457.28,999.35,457.92999999999995,0.3142361111111111,0,On Time,Pass
ORD00192,2026-01-26,P003,Retail,West,WH_LAX,87,53.09,41.73,6,6,FedEx,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,4618.83,3630.5099999999998,988.3200000000002,0.21397626671689587,0,On Time,Pass
ORD00193,2026-03-08,P002,Retail,West,WH_LAX,57,62.23,38.81,6,6,UPS,Delayed,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3547.1099999999997,2212.17,1334.9399999999996,0.37634581391611754,0,On Time,Pass
ORD00194,2026-02-25,P002,Government,South,WH_DAL,42,71.35,57.17,5,5,FedEx,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2996.7,2401.14,595.56,0.1987386124737211,0,On Time,Pass
ORD00195,2026-02-20,P006,Government,South,WH_DAL,79,79.59,51.83,2,2,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,6287.610000000001,4094.5699999999997,2193.040000000001,0.3487875361226286,0,On Time,Pass
ORD00196,2026-01-13,P006,Healthcare,South,WH_DAL,131,7.87,6.28,5,5,UPS,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1030.97,822.6800000000001,208.28999999999996,0.20203303684879284,0,On Time,Pass
ORD00197,2026-03-02,P008,Retail,Midwest,WH_CHI,43,6.43,3.91,3,3,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,276.49,168.13,108.36000000000001,0.39191290824261277,0,On Time,Pass
ORD00198,2026-03-19,P007,Education,Midwest,WH_CHI,73,22.82,13.3,3,3,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1665.8600000000001,970.9000000000001,694.96,0.4171779141104294,0,On Time,Pass
ORD00199,2026-03-23,P008,Retail,Midwest,WH_CHI,31,67.75,46.41,6,6,FedEx,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2100.25,1438.7099999999998,661.5400000000002,0.31498154981549825,0,On Time,Pass
ORD00200,2026-03-22,P004,Education,South,WH_DAL,99,37.19,26.63,3,3,Internal Fleet,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,3681.81,2636.37,1045.44,0.2839472976606615,0,On Time,Pass
ORD00201,2026-02-23,P003,Distribution,Midwest,WH_CHI,59,78.1,44.38,6,6,Internal Fleet,Delayed,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,4607.9,2618.42,1989.4799999999996,0.4317541613316261,0,On Time,Pass
ORD00202,2026-03-06,P001,Government,Northeast,WH_NJ,49,8.27,5.41,4,4,DHL,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,405.22999999999996,265.09000000000003,140.13999999999993,0.3458282950423215,0,On Time,Pass
ORD00203,2026-01-03,P006,Education,Midwest,WH_CHI,89,23.08,16.79,2,2,Internal Fleet,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,2054.12,1494.31,559.81,0.27253032928942805,0,On Time,Pass
ORD00204,2026-02-12,P003,Education,Midwest,WH_CHI,78,45.95,35.37,3,6,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3584.1000000000004,2758.8599999999997,825.2400000000007,0.23025027203482062,3,Delayed,Pass
ORD00205,2026-03-31,P008,Healthcare,South,WH_DAL,59,9.73,7.39,5,5,FedEx,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,574.07,436.01,138.06000000000006,0.24049331963001036,0,On Time,Pass
